Procedure,Outcome,Product Line,Product,Author ,Product Line,Article Title,Reference,Outcome/Comments,Abstract,Hyperlink,
group (p , 0.05). The mean AUA symptom score declined from 21.4 preoperatively
to 7.9 at 6 months in PlasmaKinetic group, while it declined from 20.9 preoperatively
to 7.4 at 6 months in TURP group. The mean maximum flow rates
increased from 5.1 ml/sec preoperatively to 17.8 ml/sec at 6 months and from 6.3
ml/sec preoperatively to 18.5 ml/sec at 6 months in groups I and II, respectively.
Conclusion: Our preliminary results demonstrate similar improvement in
terms of symptom score and urinary flow rate in both groups. However, excluding
expenses related to the device and its loops, decreased operation and catheterization
times render PlasmaKinetic cost-effective.",http://www.liebertonline.com/doi/abs/10.1089/089277902320436558?prevSearch=allfield%253A%252832.%2509Muslumanoglu%2BA%252C%2BMuslumanoglu%2BA%252C%2BBaykal%2BM%2529&searchHistoryKey=,

PK TUVP (Not with PlasmaButton),Sample size (>800 cases),PK,Resection Loop / Other Electrode,Liu,PK,Transurethral Bipolar Electrovaporization of Prostate for Treatment of BPH with 800 Cases Report,"Journal of Endourology, Sept 2003, Vol 17, No 1, 1-275  ","Mean prostate volume = 65g, Qmax increased from 14.5 to 21.8ml/s, IPSS declined from 25.7 to 8.6, QOL from 4.15 to 1.80","Transurethral resection of prostate (TURP) was considered
as golden standard for treatment of benign prostatic
hyperplasia (BPH) and TUVP become more popular
recent years. We introduce our experience in
transurethral bipolar electrovaporization(TUBVP) of
prostate.
Objective To study the efficacy and safety of transurethral
bipolar electrovaporization of prostate (TUBVP)
for the treatment of benign prostatic hyperplasia (BPH).
Methods The device was Gyrus bipolar plasmakinetic
endoscopic system.Between January 2000 and January
2003, 800 patients with lower urinary tract symptoms
associated with benign prostatic hyperplasia (BPH) underwent
transurethral bipolar electrovaporization of
prostate. Prostate volume was measured by transrectal
ultrasound wave. Clinical efficacies were evaluated by
IPSS(International Prostate Symptom Score) QOL (Quality
of Life) and Qmax (Peak uroflow rate). Serum hemoglobin
and electrolyte concentration were recorded
before and after surgery. The volume of absorbed irrigation
fluid and blood loss during operation were also
recorded.
Results Mean prostate volume was 65g(39-350g). The
mean Qmax increased from 14.5 to 21.8ml/s(p<0.01)
after TUBVP while mean IPSS declined from 25.7 to
8.6(p<0.01) and QOL from 4.15 to 1.80(p<0.01).
Serum hemoglobin and electrolyte concentration before
surgery both did not differ significantly from that after
surgery(p>0.05). The volume of absorbed irrigation fluid
and blood loss during operation were 466ml and 67.3ml
respectively. Blood transfusion was not needed. Severe
complications such as urinary incontinence and TUR syndrome
were not found.
Conclusion Transurethral bipolar electrovaporization of
prostate(TUBVP) is a good alternative for TUVP but more
safe.",http://www.liebertonline.com/doi/abs/10.1089/089277903322397423?prevSearch=allfield%253A%252828.%2509Liu%2BCX%252C%2BXu%2BA%252C%2BZheng%2BS%252C%2BZhou%2BX%2B%2526%2BZhang%2BF%2529&searchHistoryKey=,

PK TUVP (Not with PlasmaButton),Thermal margin,PK,Resection Loop / Other Electrode,Bazo,PK,The Heat is On:  PlasmaKinetic Vaporization of the Prostate (PKVP):  Thermal Tissue Injury Comparison with TURP,"Journal of Endourology, Oct 2001, Vol 15, # supplement 1:  71-94  ",Thermal Injury generated with PKVP was 0.58mm vs TURP = 1.6 mm.   3 month followup showed improvement in flow rates and symptoms.,"Introduction: Since its introduction in the UK, PKVP is believed to
offer safety advantages to TURP. We assessed the safety and efficacy
of this technique with special attention to the thermal injury generated
by this new device.
Methods: 25 patients otherwise suitable for TURP ( mean age 68 [56
– 84], IPSS 20.4 [11 – 31], QOL 4.4 [2 – 6], PSA 2.3 NG/L [0.1 –6],
Qmax 8.1 ml/s [2.6 – 16.4] and residual volume (RV) 195.5 mls [0 –
685]) underwent PKVP. In addition thermal injury by PKVP and TURP
was assessed in 5 patients. Operating time (OR), catheter time (TC),
hospital stay (HS) and possible complications were monitored. Follow
up was carried out at 3 months.
Results: Mean OR time was 43 min [17 – 87] with an average intraoperative
fluid absorption of 0.86 L [-2.5 – 6]. None of the patients required
to be transfused peri and post-operatively. One patient developed
congestive cardiac failure due to intra-operative fluid absorption.
TC was on average 27.5 Hrs [8 – 76] with a post-operative HS of 2
days [1 – 4]. 2 Patients had secondary haemorrhages and one patient
was re-operated due to persistent obstruction. The thermal injury generated
with PKVP was 0.58 mm [0.2 – 1], whilst that generated with
conventional TURP was 1.6 mm [0.1 – 3]. At 3 months there is improvement
in their flow rates and symptoms (Qmax 21 ml/s [4.8 – 44],
RV 65.7 [0 – 391], IPSS 6.1 [1 –21], QoL 1.6 [1 – 6]).
Conclusion: Our results confirm that PKVP is a safe and efficient alternative
to TURP. In addition the smaller thermal injury may offer
safety advantages and perhaps a reduction in post-operative irritative
symptoms.",http://www.liebertonline.com/doi/abs/10.1089/08927790152686884,

PK TUVP (Not with PlasmaButton),Visibility,PK,Resection Loop / Other Electrode,Botto,PK,Electrovaporization of the Prostate with the Gyrus Device,"Journal of Endourology Vol. 15, Number 3, April 2001","Length of Stay = 2.2 days, Post-op catheterization = 1.4 days, vaporization nets good intraoperative vision, coag necrosis limited to 1mm = less swelling = less dysuria.","PURPOSE: To assess the efficacy and the safety of a new transurethral endoscopic device using bipolar electrocautery, the Gyrus system. This system permits rapid prostate tissue removal by endoscopic vaporization with little bleeding and no pad return using saline irrigation and therefore eliminating TURP syndrome.

PATIENTS AND METHODS: Forty-two patients (mean age 70; range 49-90 years) with symptomatic benign prostatic hyperplasia (BPH) without suspected cancer, confirmed by digital rectal examination and PSA tests, were treated between October 1998 and February 1999 with the Gyrus and evaluated at 1 and 3 months postoperatively by the International Prostate Symptom Score (IPSS) and maximum urinary flow rate.

RESULTS: No postoperative bleeding necessitating catheterization for postoperative retention occurred. The duration of the procedure was < or = 30 minutes in 12 patients, 30 to 60 minutes in 27 patients, and >60 minutes in 3 patients. The mean time of postoperative continuous bladder irrigation was 1.2 days (0.5-3 days). The mean catheterization time was 1.4 days (range 0.5-5 days). Urethral stricture requiring treatment occurred in two patients. Dysuria was reported by four patients (mild two, severe two). The postoperative hospitalization was a mean of 2.2 days. The mean peak flow rate increased from 7.9 to 19.7 mL/sec at 3 months, and the IPSS decreased from 16 to 9 at 3 months.

CONCLUSION: Our preliminary results with a bipolar electrode for electrovaporization of the prostate using the Gyrus suggest that it is a useful and safe endoscopic device. It appears to be an effective treatment for BPH; however, long-term results (i.e., 1-year follow-up) should be evaluated. This pilot series permits a comparative study with TURP to assess the benefits for patients and the health care system.",http://www.ncbi.nlm.nih.gov/pubmed/11339400,

Plasma Vaporization Therapy (TUVBT),Bladder Wall Perforation Rate,Olympus,PlasmaButton™,Geavlete,Olympus,Innovative Technique in Nonmuscle Invasive Bladder Cancer -- Bipolar Plasma Vaporization,UROLOGY,Bladder wall perforation rate was significantly reduced for BPV-BT vs. monopolar TURBT (0% vs. 6.7%),"Abstract
OBJECTIVES: To evaluate the efficacy and safety of a newly introduced endoscopic technique in the treatment of nonmuscle-invasive bladder tumors (NMIBT), the bipolar plasma vaporization of bladder tumors (BPV-BT), and to compare it with monopolar transurethral resection of bladder tumors (TURBT).

METHODS: A total of 120 patients with at least one bladder tumor larger than 3 cm were enrolled in the study and randomized for BPV-BT and TURBT. Resection biopsy followed by tumor plasma vaporization and biopsies of the tumoral bed were performed in the 60 cases of the BPV-BT arm. All NMIBT patients underwent monopolar Re-TURBT 4 weeks after the initial procedure.

RESULTS: The mean operative time and postoperative hemoglobin decrease were significantly improved for BPV-BT compared with TURBT (21.4 minutes vs 32.7 minutes and 0.3 g/dL vs 0.9 g/dL). The perioperative complications were more frequent in the TURBT arm. The mean catheterization period and hospital stay were significantly shorter in the BPV-BT series (2.5 vs 3.5 days and 3.5 vs 4.5 days). During follow-up, the overall residual tumors' rate at Re-TURBT was 9.3% in the BPVBT group vs 20.8% in the TURBT group. Primary site recurrences occurred in 7.4% vs 17% of the cases, whereas in patients with initial multiple tumors, the recurrence rate was 9.7% vs 25%.

CONCLUSIONS: BPV-BT seems to represent a promising endoscopic treatment alternative for NMIBT patients, with good efficacy, reduced morbidity, fast postoperative recovery, and significantly decreased residual tumors' rate by compared with TURBT.",http://www.ncbi.nlm.nih.gov/pubmed/21167565,

Plasma Vaporization Therapy (TUVBT),Cath Time,Olympus,PlasmaButton™,Geavlete,Olympus,Innovative Technique in Nonmuscle Invasive Bladder Cancer -- Bipolar Plasma Vaporization,UROLOGY,Catheterization period shorter for BPV-BT vs. monopolar TURBT (2.5 days vs. 3.5 days),"Abstract
OBJECTIVES: To evaluate the efficacy and safety of a newly introduced endoscopic technique in the treatment of nonmuscle-invasive bladder tumors (NMIBT), the bipolar plasma vaporization of bladder tumors (BPV-BT), and to compare it with monopolar transurethral resection of bladder tumors (TURBT).

METHODS: A total of 120 patients with at least one bladder tumor larger than 3 cm were enrolled in the study and randomized for BPV-BT and TURBT. Resection biopsy followed by tumor plasma vaporization and biopsies of the tumoral bed were performed in the 60 cases of the BPV-BT arm. All NMIBT patients underwent monopolar Re-TURBT 4 weeks after the initial procedure.

RESULTS: The mean operative time and postoperative hemoglobin decrease were significantly improved for BPV-BT compared with TURBT (21.4 minutes vs 32.7 minutes and 0.3 g/dL vs 0.9 g/dL). The perioperative complications were more frequent in the TURBT arm. The mean catheterization period and hospital stay were significantly shorter in the BPV-BT series (2.5 vs 3.5 days and 3.5 vs 4.5 days). During follow-up, the overall residual tumors' rate at Re-TURBT was 9.3% in the BPVBT group vs 20.8% in the TURBT group. Primary site recurrences occurred in 7.4% vs 17% of the cases, whereas in patients with initial multiple tumors, the recurrence rate was 9.7% vs 25%.

CONCLUSIONS: BPV-BT seems to represent a promising endoscopic treatment alternative for NMIBT patients, with good efficacy, reduced morbidity, fast postoperative recovery, and significantly decreased residual tumors' rate by compared with TURBT.",http://www.ncbi.nlm.nih.gov/pubmed/21167565,

Plasma Vaporization Therapy (TUVBT),Hospital Length of Stay,Olympus,PlasmaButton™,Geavlete,Olympus,Innovative Technique in Nonmuscle Invasive Bladder Cancer -- Bipolar Plasma Vaporization,UROLOGY,"Hospitalization stay shorter for BPV-BT vs. monopolar TURBT (3.5 days vs. 4.5 days) 
*Note: Days correlate to European healthcare system","Abstract
OBJECTIVES: To evaluate the efficacy and safety of a newly introduced endoscopic technique in the treatment of nonmuscle-invasive bladder tumors (NMIBT), the bipolar plasma vaporization of bladder tumors (BPV-BT), and to compare it with monopolar transurethral resection of bladder tumors (TURBT).

METHODS: A total of 120 patients with at least one bladder tumor larger than 3 cm were enrolled in the study and randomized for BPV-BT and TURBT. Resection biopsy followed by tumor plasma vaporization and biopsies of the tumoral bed were performed in the 60 cases of the BPV-BT arm. All NMIBT patients underwent monopolar Re-TURBT 4 weeks after the initial procedure.

RESULTS: The mean operative time and postoperative hemoglobin decrease were significantly improved for BPV-BT compared with TURBT (21.4 minutes vs 32.7 minutes and 0.3 g/dL vs 0.9 g/dL). The perioperative complications were more frequent in the TURBT arm. The mean catheterization period and hospital stay were significantly shorter in the BPV-BT series (2.5 vs 3.5 days and 3.5 vs 4.5 days). During follow-up, the overall residual tumors' rate at Re-TURBT was 9.3% in the BPVBT group vs 20.8% in the TURBT group. Primary site recurrences occurred in 7.4% vs 17% of the cases, whereas in patients with initial multiple tumors, the recurrence rate was 9.7% vs 25%.

CONCLUSIONS: BPV-BT seems to represent a promising endoscopic treatment alternative for NMIBT patients, with good efficacy, reduced morbidity, fast postoperative recovery, and significantly decreased residual tumors' rate by compared with TURBT.",http://www.ncbi.nlm.nih.gov/pubmed/21167565,

Plasma Vaporization Therapy (TUVBT),Obturator Nerve Stimulation Rate,Olympus,PlasmaButton™,Geavlete,Olympus,Innovative Technique in Nonmuscle Invasive Bladder Cancer -- Bipolar Plasma Vaporization,UROLOGY,"Obturator nerve stimulation occurred more frequently in the TURBT group (18.3% for monopolar vs. 3.3% for bipolar using Button), strictly related to the lateral bladder wall location of the tumors.","Abstract
OBJECTIVES: To evaluate the efficacy and safety of a newly introduced endoscopic technique in the treatment of nonmuscle-invasive bladder tumors (NMIBT), the bipolar plasma vaporization of bladder tumors (BPV-BT), and to compare it with monopolar transurethral resection of bladder tumors (TURBT).

METHODS: A total of 120 patients with at least one bladder tumor larger than 3 cm were enrolled in the study and randomized for BPV-BT and TURBT. Resection biopsy followed by tumor plasma vaporization and biopsies of the tumoral bed were performed in the 60 cases of the BPV-BT arm. All NMIBT patients underwent monopolar Re-TURBT 4 weeks after the initial procedure.

RESULTS: The mean operative time and postoperative hemoglobin decrease were significantly improved for BPV-BT compared with TURBT (21.4 minutes vs 32.7 minutes and 0.3 g/dL vs 0.9 g/dL). The perioperative complications were more frequent in the TURBT arm. The mean catheterization period and hospital stay were significantly shorter in the BPV-BT series (2.5 vs 3.5 days and 3.5 vs 4.5 days). During follow-up, the overall residual tumors' rate at Re-TURBT was 9.3% in the BPVBT group vs 20.8% in the TURBT group. Primary site recurrences occurred in 7.4% vs 17% of the cases, whereas in patients with initial multiple tumors, the recurrence rate was 9.7% vs 25%.

CONCLUSIONS: BPV-BT seems to represent a promising endoscopic treatment alternative for NMIBT patients, with good efficacy, reduced morbidity, fast postoperative recovery, and significantly decreased residual tumors' rate by compared with TURBT.",http://www.ncbi.nlm.nih.gov/pubmed/21167565,

Plasma Vaporization Therapy (TUVBT),Procedure Time,Olympus,PlasmaButton™,Geavlete,Olympus,Innovative Technique in Nonmuscle Invasive Bladder Cancer -- Bipolar Plasma Vaporization,UROLOGY,Mean operature time was shorter for BPV-BT than for monopolar TURBT (21.4 minutes vs. 32.7  minutes),"Abstract
OBJECTIVES: To evaluate the efficacy and safety of a newly introduced endoscopic technique in the treatment of nonmuscle-invasive bladder tumors (NMIBT), the bipolar plasma vaporization of bladder tumors (BPV-BT), and to compare it with monopolar transurethral resection of bladder tumors (TURBT).

METHODS: A total of 120 patients with at least one bladder tumor larger than 3 cm were enrolled in the study and randomized for BPV-BT and TURBT. Resection biopsy followed by tumor plasma vaporization and biopsies of the tumoral bed were performed in the 60 cases of the BPV-BT arm. All NMIBT patients underwent monopolar Re-TURBT 4 weeks after the initial procedure.

RESULTS: The mean operative time and postoperative hemoglobin decrease were significantly improved for BPV-BT compared with TURBT (21.4 minutes vs 32.7 minutes and 0.3 g/dL vs 0.9 g/dL). The perioperative complications were more frequent in the TURBT arm. The mean catheterization period and hospital stay were significantly shorter in the BPV-BT series (2.5 vs 3.5 days and 3.5 vs 4.5 days). During follow-up, the overall residual tumors' rate at Re-TURBT was 9.3% in the BPVBT group vs 20.8% in the TURBT group. Primary site recurrences occurred in 7.4% vs 17% of the cases, whereas in patients with initial multiple tumors, the recurrence rate was 9.7% vs 25%.

CONCLUSIONS: BPV-BT seems to represent a promising endoscopic treatment alternative for NMIBT patients, with good efficacy, reduced morbidity, fast postoperative recovery, and significantly decreased residual tumors' rate by compared with TURBT.",http://www.ncbi.nlm.nih.gov/pubmed/21167565,

Plasma Vaporization Therapy (TUVBT),Recurrence Rate of Nonmuscle Invasive Bladder Tumors,Olympus,PlasmaButton™,Geavlete,Olympus,Innovative Technique in Nonmuscle Invasive Bladder Cancer -- Bipolar Plasma Vaporization,UROLOGY,"During follow up, overall residual tumors' rate was less in BPV-BT vs. monopolar TURBT (9.3% vs. 20.8%); primary site residual tumors' rate was less for BPV-BT vs. monopolar TURBT (7.4% vs. 17%); and residual lesions in cases of initial multiple tumors was less in BPV-BT vs. monopolar TURBT (9.7% vs. 25%)","Abstract
OBJECTIVES: To evaluate the efficacy and safety of a newly introduced endoscopic technique in the treatment of nonmuscle-invasive bladder tumors (NMIBT), the bipolar plasma vaporization of bladder tumors (BPV-BT), and to compare it with monopolar transurethral resection of bladder tumors (TURBT).

METHODS: A total of 120 patients with at least one bladder tumor larger than 3 cm were enrolled in the study and randomized for BPV-BT and TURBT. Resection biopsy followed by tumor plasma vaporization and biopsies of the tumoral bed were performed in the 60 cases of the BPV-BT arm. All NMIBT patients underwent monopolar Re-TURBT 4 weeks after the initial procedure.

RESULTS: The mean operative time and postoperative hemoglobin decrease were significantly improved for BPV-BT compared with TURBT (21.4 minutes vs 32.7 minutes and 0.3 g/dL vs 0.9 g/dL). The perioperative complications were more frequent in the TURBT arm. The mean catheterization period and hospital stay were significantly shorter in the BPV-BT series (2.5 vs 3.5 days and 3.5 vs 4.5 days). During follow-up, the overall residual tumors' rate at Re-TURBT was 9.3% in the BPVBT group vs 20.8% in the TURBT group. Primary site recurrences occurred in 7.4% vs 17% of the cases, whereas in patients with initial multiple tumors, the recurrence rate was 9.7% vs 25%.

CONCLUSIONS: BPV-BT seems to represent a promising endoscopic treatment alternative for NMIBT patients, with good efficacy, reduced morbidity, fast postoperative recovery, and significantly decreased residual tumors' rate by compared with TURBT.",http://www.ncbi.nlm.nih.gov/pubmed/21167565,

Plasma Vaporization Therapy (TUVP),Blood Loss,Olympus,PlasmaButton™,Geavlete,Olympus,"Bipolar Plasma Vaporization vs. Monopolar and Bipolar TURP - A Prospective, Randomized, Long-term Comparison",Urology. 2011 Oct;78(4):930-5. Epub 2011 Jul 29.,"The mean hemoglobin drop (0.5 vs. 1.2 and 1.6 g/dL) and intraoperative bleeding (1.8% vs. 8.2% and 13.5%) rates were significantly decreased in the Button group compared with the Bipolar TURis and Monopolar arms. In the Button and Bipolar TURis series, the postoperative hematuria (2.9% and 4.7% vs. 15.3%) and blood transfusion (1.2% and 1.8% vs. 6.5%) rates were significantly lower compared with the monopolar TURP group. Clot retention (0.6% and 1.2% vs. 4.1%) rates were significantly higher for monopolar TURP.","OBJECTIVE:

To perform a prospective, randomized, long-term comparison between bipolar plasma vaporization of the prostate (BPVP), bipolar transurethral resection in saline (TURis), and monopolar transurethral resection of the prostate (TURP) concerning the perioperative and follow-up parameters.
METHODS:

A total of 510 patients with benign prostatic hyperplasia (BPH), Q(max) <10 mL/s, International Prostate Symptom Score (IPSS) >19, and prostate volume between 30 and 80 mL were enrolled in the trial. All cases were evaluated preoperatively and at 1, 3, 6, 12, and 18 months after surgery by IPSS, quality of life, Q(max), and ultrasonography.
RESULT:

Each study arm including 170 cases emphasized similar preoperative parameters. The capsular perforation and intraoperative bleeding rates as well as the mean hemoglobin drop were significantly decreased for BPVP by comparison with TURis and TURP. The postoperative hematuria, blood transfusion, and clot retention rates were significantly higher in the TURP group. The operation time was significantly shorter only for BPVP patients, whereas the catheterization period and hospital stay were significantly reduced for BPVP, followed by TURis. The rates of irritative symptoms and urethral strictures were similar in the 3 series. The recatheterization, bladder neck sclerosis, and retreatment rates were significantly lower in the BPVP group. During the 1, 3, 6, 12, and 18 months' follow-up, the BPVP series emphasized significantly superior parameters in terms of IPSS and Q(max).
CONCLUSION:

BPVP represents a valuable endoscopic treatment alternative for BPH patients, with superior efficacy and satisfactory complication rate. The long-term follow-up emphasized durable improvements of the postoperative parameters for BPVP.",http://www.ncbi.nlm.nih.gov/pubmed/21802121,

Plasma Vaporization Therapy (TUVP),Capsular Perforation Rate,Olympus,PlasmaButton™,Geavlete,Olympus,"Bipolar Plasma Vaporization vs. Monopolar and Bipolar TURP - A Prospective, Randomized, Long-term Comparison",Urology. 2011 Oct;78(4):930-5. Epub 2011 Jul 29.,"Capsule perforation rate decreased for Button:
Button: 1.2%
Bipolar TURis: 7.1%
Monopolar TURP: 9.4%","OBJECTIVE:

To perform a prospective, randomized, long-term comparison between bipolar plasma vaporization of the prostate (BPVP), bipolar transurethral resection in saline (TURis), and monopolar transurethral resection of the prostate (TURP) concerning the perioperative and follow-up parameters.
METHODS:

A total of 510 patients with benign prostatic hyperplasia (BPH), Q(max) <10 mL/s, International Prostate Symptom Score (IPSS) >19, and prostate volume between 30 and 80 mL were enrolled in the trial. All cases were evaluated preoperatively and at 1, 3, 6, 12, and 18 months after surgery by IPSS, quality of life, Q(max), and ultrasonography.
RESULT:

Each study arm including 170 cases emphasized similar preoperative parameters. The capsular perforation and intraoperative bleeding rates as well as the mean hemoglobin drop were significantly decreased for BPVP by comparison with TURis and TURP. The postoperative hematuria, blood transfusion, and clot retention rates were significantly higher in the TURP group. The operation time was significantly shorter only for BPVP patients, whereas the catheterization period and hospital stay were significantly reduced for BPVP, followed by TURis. The rates of irritative symptoms and urethral strictures were similar in the 3 series. The recatheterization, bladder neck sclerosis, and retreatment rates were significantly lower in the BPVP group. During the 1, 3, 6, 12, and 18 months' follow-up, the BPVP series emphasized significantly superior parameters in terms of IPSS and Q(max).
CONCLUSION:

BPVP represents a valuable endoscopic treatment alternative for BPH patients, with superior efficacy and satisfactory complication rate. The long-term follow-up emphasized durable improvements of the postoperative parameters for BPVP.",http://www.ncbi.nlm.nih.gov/pubmed/21802121,

Plasma Vaporization Therapy (TUVP),Cath Time,Olympus,PlasmaButton™,Geavlete,Olympus,TUR in saline plasma vaporization of the prostate vs standard TUR of the prostate: 'the better choice' in benign prostatic hyperplasia?,"BJUI
28 JUN 2010
DOI: 10.1111/j.1464-410X.2010.09433.x","Catheterization period significantly shorter TURis-PVP
 (23.8 vs. 71.2 h)","OBJECTIVE
To evaluate the efficiency, safety and short-term outcome of transurethral resection in saline plasma vaporization of the prostate (TURis-PVP), and to compare it to the standard TUR of the prostate (TURP).
PATIENTS AND METHODS
In all, 155 patients with benign prostatic enlargement (BPE) secondary to benign prostatic hyperplasia (BPH), with a maximum urinary flow rate (Qmax) of <10 mL/s, an International Prostate Symptom Score (IPSS) of >19 and prostate volume of 30–80 mL were enrolled in this prospective, randomized trial. All patients were evaluated preoperatively and at 1, 3 and 6 months after surgery by IPSS, health-related quality of life (HRQL) score, Qmax and postvoid residual urine volume (PVR).
RESULTS
Patients from both series had similar preoperative characteristics. TURis-PVP and TURP were successfully performed in all cases (75 and 80, respectively). The operative duration, catheterization period and hospital stay were significantly shorter for TURis-PVP patients at 35.1 vs 50.4 min, 23.8 vs 71.2 and 47.6 vs 93.1 h, respectively (all P < 0.05). At the 1, 3 and 6 months follow-ups, improvements in the variables measured were better in the TURis-PVP group: the IPSS was 4.4 vs 8.3 and the Qmax was 22.7 vs 20.5 mL/s at 1 month; the IPSS was 4.8 vs 8.6 and the Qmax was 22.3 vs 20.0 mL/s at 3 months; and the IPSS was 5 vs 9.1 and the Qmax was 21.8 vs 19.3 mL/s at 6 months (All P < 0.05).
CONCLUSIONS
TURis-PVP represents a valuable endoscopic treatment alternative for patients with BPE, with superior efficacy, short-term results and complication rates compared with monopolar TURP.",http://onlinelibrary.wiley.com/doi/10.1111/j.1464-410X.2010.09433.x/abstract,

Plasma Vaporization Therapy (TUVP),Cath Time,Olympus,PlasmaButton™,Geavlete,Olympus,"Bipolar Plasma Vaporization vs. Monopolar and Bipolar TURP - A Prospective, Randomized, Long-term Comparison",Urology. 2011 Oct;78(4):930-5. Epub 2011 Jul 29.,"Catheterization time shorter for Button patients than both Bipolar TURis and Monopolar:
Button: 23.5 hours
Bipolar TURis: 46.3 hours
Monopolar TURP: 72.8 hours","OBJECTIVE:

To perform a prospective, randomized, long-term comparison between bipolar plasma vaporization of the prostate (BPVP), bipolar transurethral resection in saline (TURis), and monopolar transurethral resection of the prostate (TURP) concerning the perioperative and follow-up parameters.
METHODS:

A total of 510 patients with benign prostatic hyperplasia (BPH), Q(max) <10 mL/s, International Prostate Symptom Score (IPSS) >19, and prostate volume between 30 and 80 mL were enrolled in the trial. All cases were evaluated preoperatively and at 1, 3, 6, 12, and 18 months after surgery by IPSS, quality of life, Q(max), and ultrasonography.
RESULT:

Each study arm including 170 cases emphasized similar preoperative parameters. The capsular perforation and intraoperative bleeding rates as well as the mean hemoglobin drop were significantly decreased for BPVP by comparison with TURis and TURP. The postoperative hematuria, blood transfusion, and clot retention rates were significantly higher in the TURP group. The operation time was significantly shorter only for BPVP patients, whereas the catheterization period and hospital stay were significantly reduced for BPVP, followed by TURis. The rates of irritative symptoms and urethral strictures were similar in the 3 series. The recatheterization, bladder neck sclerosis, and retreatment rates were significantly lower in the BPVP group. During the 1, 3, 6, 12, and 18 months' follow-up, the BPVP series emphasized significantly superior parameters in terms of IPSS and Q(max).
CONCLUSION:

BPVP represents a valuable endoscopic treatment alternative for BPH patients, with superior efficacy and satisfactory complication rate. The long-term follow-up emphasized durable improvements of the postoperative parameters for BPVP.",http://www.ncbi.nlm.nih.gov/pubmed/21802121,

Plasma Vaporization Therapy (TUVP),Hospital Length of Stay,Olympus,PlasmaButton™,Geavlete,Olympus,TUR in saline plasma vaporization of the prostate vs standard TUR of the prostate: 'the better choice' in benign prostatic hyperplasia?,"BJUI
28 JUN 2010
DOI: 10.1111/j.1464-410X.2010.09433.x",Hospitalization stay significantly shorter TURis-PVP (47.6 vs. 93.1h),"OBJECTIVE
To evaluate the efficiency, safety and short-term outcome of transurethral resection in saline plasma vaporization of the prostate (TURis-PVP), and to compare it to the standard TUR of the prostate (TURP).
PATIENTS AND METHODS
In all, 155 patients with benign prostatic enlargement (BPE) secondary to benign prostatic hyperplasia (BPH), with a maximum urinary flow rate (Qmax) of <10 mL/s, an International Prostate Symptom Score (IPSS) of >19 and prostate volume of 30–80 mL were enrolled in this prospective, randomized trial. All patients were evaluated preoperatively and at 1, 3 and 6 months after surgery by IPSS, health-related quality of life (HRQL) score, Qmax and postvoid residual urine volume (PVR).
RESULTS
Patients from both series had similar preoperative characteristics. TURis-PVP and TURP were successfully performed in all cases (75 and 80, respectively). The operative duration, catheterization period and hospital stay were significantly shorter for TURis-PVP patients at 35.1 vs 50.4 min, 23.8 vs 71.2 and 47.6 vs 93.1 h, respectively (all P < 0.05). At the 1, 3 and 6 months follow-ups, improvements in the variables measured were better in the TURis-PVP group: the IPSS was 4.4 vs 8.3 and the Qmax was 22.7 vs 20.5 mL/s at 1 month; the IPSS was 4.8 vs 8.6 and the Qmax was 22.3 vs 20.0 mL/s at 3 months; and the IPSS was 5 vs 9.1 and the Qmax was 21.8 vs 19.3 mL/s at 6 months (All P < 0.05).
CONCLUSIONS
TURis-PVP represents a valuable endoscopic treatment alternative for patients with BPE, with superior efficacy, short-term results and complication rates compared with monopolar TURP.",http://onlinelibrary.wiley.com/doi/10.1111/j.1464-410X.2010.09433.x/abstract,

Plasma Vaporization Therapy (TUVP),Hospital Length of Stay,Olympus,PlasmaButton™,Geavlete,Olympus,"Bipolar Plasma Vaporization vs. Monopolar and Bipolar TURP - A Prospective, Randomized, Long-term Comparison",Urology. 2011 Oct;78(4):930-5. Epub 2011 Jul 29.,"Hospital stay shorter for Button patients than both Bipolar TURis and Monopolar TURP:
Button: 1.9 days
Bipolar TURis: 3.1 days
Monopolar TURP: 4.2 days
*Note: Days correlate to European healthcare system","OBJECTIVE:

To perform a prospective, randomized, long-term comparison between bipolar plasma vaporization of the prostate (BPVP), bipolar transurethral resection in saline (TURis), and monopolar transurethral resection of the prostate (TURP) concerning the perioperative and follow-up parameters.
METHODS:

A total of 510 patients with benign prostatic hyperplasia (BPH), Q(max) <10 mL/s, International Prostate Symptom Score (IPSS) >19, and prostate volume between 30 and 80 mL were enrolled in the trial. All cases were evaluated preoperatively and at 1, 3, 6, 12, and 18 months after surgery by IPSS, quality of life, Q(max), and ultrasonography.
RESULT:

Each study arm including 170 cases emphasized similar preoperative parameters. The capsular perforation and intraoperative bleeding rates as well as the mean hemoglobin drop were significantly decreased for BPVP by comparison with TURis and TURP. The postoperative hematuria, blood transfusion, and clot retention rates were significantly higher in the TURP group. The operation time was significantly shorter only for BPVP patients, whereas the catheterization period and hospital stay were significantly reduced for BPVP, followed by TURis. The rates of irritative symptoms and urethral strictures were similar in the 3 series. The recatheterization, bladder neck sclerosis, and retreatment rates were significantly lower in the BPVP group. During the 1, 3, 6, 12, and 18 months' follow-up, the BPVP series emphasized significantly superior parameters in terms of IPSS and Q(max).
CONCLUSION:

