Procedure,Outcome,Product Line,Product,Author ,Product Line,Article Title,Reference,Outcome/Comments,Abstract,Hyperlink,
Resection in Saline - TURP,Learning Curve,Olympus,PlasmaButton™ and Resection Loop,Yip,Olympus,A Randomized Controlled Trial Comparing the Efficacy of Hybrid Bipolar Transurethral Vaporization and Resection of the Prostate with Bipolar Transurethral Resection of the Prostate,"Journal of Endourology<BR>Online ahead of print<BR>September 2011","All staff and residents found the ""learning curve"" needed was minimal, suggesting the hybrid mode [of resection combined with vaporization] is a safe technique that can be widely adopted. In addition, the multiple surgeon setting and blinded clinical assessment conducted suggest minimal bias was introduced.","Abstract Background and Purpose: In comparison with monopolar transurethral resection of the prostate (TURP), bipolar TURP has been shown to have similar efficacy and complication profiles. Whether the hybrid technique of bipolar resection and vaporization of the prostate further improves catheterization time, dysuria, and complication profiles has not been defined, however. The objective of this study was to compare the efficacy and safety profile of bipolar hybrid prostate surgery using both resection and vaporization modes, with bipolar resection undertaken using the transurethral resection in saline bipolar system. Patients and Methods: This was a randomized controlled trial that compared bipolar hybrid surgery and bipolar resection of the prostate among men aged_50 years with benign prostatic hyperplasia (BPH) whose course of medical therapy had failed or who had recurrent urinary retention (CUHK_CCT00623). Patients were randomly assigned to receive either bipolar hybrid surgery or bipolar resection of the prostate. Both patients and assessors were blinded to the type of surgery performed. The primary study end point was catheter time. The secondary end points included postoperative hospital stay and dysuria score. We report the interim results for 86 patients. Results: Forty-six patients were in the hybrid group and 40 were in the resection group. There were no differences between the two groups in prostate volumes (61.5 cc, standard deviation [SD]=34.5 vs 61.0 cc, SD=23.8), preoperative prostate-specific antigen levels (8.7_ng/mL, SD=8.5 vs 9.5_ng/mL, SD=8.4), or preoperative retention status (56.5% vs 70%). The mean operative time was 46.2 minutes for the hybrid group (SD=20.2) and 39.2 minutes for the resection group (SD=17.5). The hybrid group had a significantly shorter postoperative catheter time (34.5_h, SD=15.8 vs 44.7_h, SD=24.5, P=0.027). There was a significant difference between the two groups in the postoperative pain score on day 1 postsurgery (3.5 in the hybrid group vs 1.0 in the resection group, P=0.028). There was no difference between the groups in terms of changes in serum hemoglobin and serum sodium levels or the reintervention rate. All patients voided well after operation, with maximal flow improvements of 9.9_mL/s (SD 8.1) and 8.2_mL/s (SD 10.0) for the hybrid and resection groups, respectively, 1 month postsurgery. Conclusion: Transurethral bipolar resection and vaporization of the prostate reduces catheterization time and facilitates postoperative care.",http://www.ncbi.nlm.nih.gov/pubmed/21923418,
Resection in Saline - TURP,Learning Curve,Olympus,Resection Loop / Other Electrode,Fayad,Olympus,Holmium Laser Enucleation Versus Bipolar Resection of the Prostate: A Prospective Randomized Study. Which to Choose?,"Journal of Endourology<BR>Vol. 25, No. 8, Aug. 2011<BR>DOI: 10.1089/end.2011.0059","Most surgeons are accustomed to the antegrade resection of monopolar TURP (similar to bipolar TURP), while the resection of HoLEP occurs in retrograde fashion. Also, HoLEP begins resection of the lateral lobes at the apical region, which might endanger sphincter safety.","BACKGROUND AND PURPOSE:<BR><BR>Holmium enucleation of the prostate (HoLEP) has been established as an effective therapy for patients with benign prostatic hyperplasia (BPH), with less bleeding, shorter catheterization time, and shorter hospital stay. The evolution of the bipolar transurethral resection of the prostate (TURP) raised a question: Would it be able to provide all the advantages of HoLEP and compensate for all its drawbacks, including the higher costs and the steep learning curve?<BR>PATIENTS AND METHODS:<BR><BR>A randomized study was performed that compared HoLEP with bipolar TURP. The study included 60 patients with BPH who were randomized in two groups (1:1 fashion). The mean age, International Prostate Symptom Score, serum prostate-specific antigen value, maximum urinary flow rate, residual urine, prostate size, operative time, blood loss, resected volume, catheterization time, hospital stay, and intraoperative and postoperative complications were compared in both groups, with a follow-up period of 6 months postoperatively.<BR>RESULTS:<BR><BR>Both techniques were comparable to each other. They shared the same advantages of decreased perioperative morbidity. The longer operative time in the HoLEP group, however, was still statistically significant. In addition, the expense of performing HoLEP was nearly double that of bipolar TURP.<BR>CONCLUSION:<BR><BR>HoLEP and bipolar TURP are effective in treating patients with lower urinary tract symptoms due to BPH, however; the long operative time, the steep learning curve, as well as the higher expenses of HoLEP are in favor of bipolar TURP.",http://www.ncbi.nlm.nih.gov/pubmed/21745115,
Resection in Saline - TURP,Post-operative Readmission,Olympus,Resection Loop / Other Electrode,Fagerstrom,Olympus,Complications and Clinical Outcome 18 Months After Bipolar and Monopolar Transurethral Resection of the Prostate,"Journal of Endourology Vol. 25, No. 6, June 2011","Bipolar TURP had fewer readmissions, especially when caused by late hematuria. There were 14 readmissions for monopolar vs. 5 readmissions for bipolar. Readmissions were associated with larger hemorrhage per minute during the resection.","PURPOSE: To compare bipolar resection with the conventional monopolar transurethral resection of the prostate (TURP) with respect to peri- and postoperative complications and long-term outcome.<BR><BR>PATIENTS AND METHODS: Patients with consecutive benign prostatic hyperplasia needing surgery (n=185) from the hospital's waiting list were randomized to TURP using either a bipolar or a monopolar system. Peri- and postoperative parameters were monitored, complications were registered, and timed micturition/International Prostate Symptom Score (TM/IPSS) forms were collected at 3 and 6 weeks and at 6 and 18 months.<BR><BR>RESULTS: Bipolar surgery was followed by a 16% to 20% higher percentage of the patients reporting ongoing improvement (fractional IPSS change >2) at 3 and 6 weeks after the surgery (p<0.05). There were fewer readmissions in the bipolar group than in the monopolar (5 vs. 13, p<0.05). No differences between the groups with respect to hospital stay and catheter duration was recorded. Bipolar and monopolar TURP resulted in marked and sustained improvements of IPSS, bother score, and TM.<BR><BR>CONCLUSIONS: Bipolar TURP, using the transurethral resection in saline (TURis) system, resulted in significantly fewer postoperative readmissions, faster postoperative recovery, and equally long-lasting good results in TM/IPSS and bother score, as in monopolar TURP.",http://www.ncbi.nlm.nih.gov/pubmed/21568691,
Resection in Saline - TURP,Post-operative Recovery,Olympus,Resection Loop / Other Electrode,Fagerstrom,Olympus,Complications and Clinical Outcome 18 Months After Bipolar and Monopolar Transurethral Resection of the Prostate,"Journal of Endourology Vol. 25, No. 6, June 2011","A larger fraction of the bipolar patients reported ongoing improvement at both 3 and 6 weeks. More patients operated on with the bipolar technique reported early improvement in IPSS and QOL scores than those having monopolar surgery, and thus recovered faster.","PURPOSE: To compare bipolar resection with the conventional monopolar transurethral resection of the prostate (TURP) with respect to peri- and postoperative complications and long-term outcome.<BR><BR>PATIENTS AND METHODS: Patients with consecutive benign prostatic hyperplasia needing surgery (n=185) from the hospital's waiting list were randomized to TURP using either a bipolar or a monopolar system. Peri- and postoperative parameters were monitored, complications were registered, and timed micturition/International Prostate Symptom Score (TM/IPSS) forms were collected at 3 and 6 weeks and at 6 and 18 months.<BR><BR>RESULTS: Bipolar surgery was followed by a 16% to 20% higher percentage of the patients reporting ongoing improvement (fractional IPSS change >2) at 3 and 6 weeks after the surgery (p<0.05). There were fewer readmissions in the bipolar group than in the monopolar (5 vs. 13, p<0.05). No differences between the groups with respect to hospital stay and catheter duration was recorded. Bipolar and monopolar TURP resulted in marked and sustained improvements of IPSS, bother score, and TM.<BR><BR>CONCLUSIONS: Bipolar TURP, using the transurethral resection in saline (TURis) system, resulted in significantly fewer postoperative readmissions, faster postoperative recovery, and equally long-lasting good results in TM/IPSS and bother score, as in monopolar TURP.",http://www.ncbi.nlm.nih.gov/pubmed/21568691,
Resection in Saline - TURP,Procedure Time,Olympus,Resection Loop / Other Electrode,Fayad,Olympus,Holmium Laser Enucleation Versus Bipolar Resection of the Prostate: A Prospective Randomized Study. Which to Choose?,"Journal of Endourology<BR>Vol. 25, No. 8, Aug. 2011<BR>DOI: 10.1089/end.2011.0059","The mean total operative time for HoLEP was longer than for bipolar (110.5 minutes vs. 76.5 minutes), which was found to be statistically significant.","BACKGROUND AND PURPOSE:<BR><BR>Holmium enucleation of the prostate (HoLEP) has been established as an effective therapy for patients with benign prostatic hyperplasia (BPH), with less bleeding, shorter catheterization time, and shorter hospital stay. The evolution of the bipolar transurethral resection of the prostate (TURP) raised a question: Would it be able to provide all the advantages of HoLEP and compensate for all its drawbacks, including the higher costs and the steep learning curve?<BR>PATIENTS AND METHODS:<BR><BR>A randomized study was performed that compared HoLEP with bipolar TURP. The study included 60 patients with BPH who were randomized in two groups (1:1 fashion). The mean age, International Prostate Symptom Score, serum prostate-specific antigen value, maximum urinary flow rate, residual urine, prostate size, operative time, blood loss, resected volume, catheterization time, hospital stay, and intraoperative and postoperative complications were compared in both groups, with a follow-up period of 6 months postoperatively.<BR>RESULTS:<BR><BR>Both techniques were comparable to each other. They shared the same advantages of decreased perioperative morbidity. The longer operative time in the HoLEP group, however, was still statistically significant. In addition, the expense of performing HoLEP was nearly double that of bipolar TURP.<BR>CONCLUSION:<BR><BR>HoLEP and bipolar TURP are effective in treating patients with lower urinary tract symptoms due to BPH, however; the long operative time, the steep learning curve, as well as the higher expenses of HoLEP are in favor of bipolar TURP.",http://www.ncbi.nlm.nih.gov/pubmed/21745115,
Resection in Saline - TURP,Strictures,Olympus,Resection Loop / Other Electrode,Chen,Olympus,Bipolar TUR in saline vs traditional monopolar resection of the prostate: results of a randomized trial with 2 year follow-up,"BJUI 28 JUN 2010<BR>DOI: 10.1111/j.1464-410X.2010.09401.x","Urethral Stricture<BR>TURis: 4%<BR>TURP: 6%","OBJECTIVE<BR>To present 2-year follow-up data of a randomized clinical trial comparing bipolar transurethral resection in saline (TURIS) with monopolar transurethral resection of the prostate (TURP).<BR>PATIENTS AND METHODS<BR>In all, 100 consecutive patients with benign prostatic hyperplasia (BPH) were randomized to TURIS or TURP. The breath ethanol test was used before and every 10 min during surgery to assess fluid absorption. Complications and treatment efficacy were evaluated after surgery.<BR>RESULTS<BR>The operative duration and resected tissue weight were similar between the groups. The mean decreases in serum sodium and haemoglobin after surgery were significantly less in the TURIS group. The mean (standard deviation) irrigant absorbed was significantly less in TURIS than in the TURP group, at 208 (344)mL vs 512 (706) mL respectively (P < 0.001). In both the TURIS and TURP groups there were significant improvements in International Prostate Symptoms Scores and maximum urinary flow rates. The acute and late complications in the groups were statistically similar.<BR>CONCLUSION<BR>Bipolar TURIS seems to be a safe and effective procedure, which is associated with significantly less fluid absorption and similar efficacy as traditional monopolar TURP.",http://onlinelibrary.wiley.com/doi/10.1111/j.1464-410X.2010.09401.x/abstract,
Resection in Saline - TURP,Strictures,Olympus,Resection Loop / Other Electrode,Michielsen,Olympus,Urethral Strictures and Bipolar Transurethral Resection in Saline of the Prostate: fact or Fiction?,"Journal of Endourology Vol. 24, No.8, August 2010",No statistically significant difference between bi and mono therapies regarding strictures after procedure. ,"Purpose: To compare the incidence of urethral strictures after monopolar transurethral resection of the prostate (TURP) and bipolar transurethral resection in saline (TURIS) for symptomatic benign prostatic hyperplasia.<BR><BR>Patients and Methods: Between January 2005 and January 2009, 518 patients with symptomatic benign prostate hyperplasia underwent either monopolar or bipolar resection. In a randomized trial, the incidence of urethral strictures after both treatment modalities was analyzed.<BR><BR>Results: Over 48 months, 255 patients were treated with conventional TURP and 263 patients with TURIS. Patient related, operation, and hospitalization characteristics were similar in both groups. After a mean follow-up of 32.1 months (range 50–7 months), the incidence of urethral strictures was 2.4% in the TURP group. After a comparable period of 31.4 months (range 50–7 months), the incidence in the TURIS group was 1.5%. No statistically significant difference was obtained (P_=_0.539). These values were compared with the results of other randomized controlled trials with the same or other bipolar technology. No statistically significant difference in urethral structures was noticed between monopolar and bipolar resections (P_=_0.739).<BR><BR>Conclusions: With a stricture incidence of 1.5%, bipolar transurethral prostate resection has a low stricture rate, comparable with monopolar TURP (2.4%).",http://www.liebertonline.com/doi/abs/10.1089/end.2009.0575,
Resection in Saline - TURP,Strictures,Olympus,Resection Loop / Other Electrode,Puppo,Olympus,B-TURP in Saline (TURis): Outcome and Complication rates After the First 1000 cases,"J EndoUrol July 2009; Volume 23, No. 7, pages 1145-1149",No statistically significant difference for urethral strictures with TURis (2.9% vs 3.9% (lit. Value)),"Objective: TURis® is an emerging technique that shows the same efficacy of monopolar resection. However, there is currently little available data on the safety of bipolar devices. We assessed outcome and safety of TURis on a large cohort of patients with at least 6 months' follow-up.<BR><BR>Patients and Methods: Between January 2006 and October 2007, 1000 consecutive transurethral resection (TUR), 376 transurethral resection of prostate, 480 transurethral resection of bladder neoplasm, and 144 transurethral incision of prostate were performed. All procedures were carried out with a bipolar device in physiologic saline (TURis). The resectoscope used was an Olympus 26F in continuous flow–type Iglesias with continuous aspiration. The loops were all disposable/single use. The incidence of unwanted stimulation of the obturator reflex, TUR syndrome, thermal skin lesion, blood transfusion, urethral strictures, and bladder neck contractures were recorded.<BR><BR>Results: None of the patients operated experienced a TUR syndrome or a thermal skin lesion. The median follow-up of the entire cohort was 12 months (range, 6–24 months); 663 patients had at least 1-year follow-up (66.3%). Urethral stricture occurred in 27 patients (2.7%). Four patients developed a bladder neck contracture after transurethral resection of prostate (1%). Early postoperative clot retention occurred in 21 patients (2.1%), and 11 patients needed one or more transfusion (1.1%). Only six patients (2%) submitted to TUR of a neoplastic lesions at the lateral bladder wall experienced an unwanted trigger of the obturator reflex.<BR><BR>Conclusions: TURis offers the patient the same results as monopolar technology guaranteeing maximum safety without increasing the incidence of urethral strictures.",http://www.liebertonline.com/doi/abs/10.1089/end.2009.0011,
Resection in Saline - TURP,TUR Syndrome,Olympus,Resection Loop / Other Electrode,Michielsen,Olympus,Bipolar transurethral resection in saline:  The solution to avoid hyponatraemia and transurethral resection syndrome,"Scandinavian Journal of Urology and Nephrology, 2010, Early Online, 1-8",There are less incidences of TUR syndrome with TURiS bipolar resection,"Objective. To compare serum sodium changes and the incidence of transurethral resection (TUR) syndrome after monopolar transurethral resection of the prostate (TURP) and bipolar transurethral resection in saline (TURIS) for symptomatic benign prostatic hyperplasia. Material and methods. Between January 2005 and August 2009, 550 consecutive patients with symptomatic benign prostate hyperplasia underwent TURP, by either a monopolar or bipolar technique. Preoperative and postoperative blood parameters were analysed to compare preoperative and postoperative electrolyte concentrations. Results. Over 56 months, 265 patients underwent a conventional monopolar TURP and 285 patients had a bipolar TURIS (Olympus). Patient profiles regarding age, operation time, resection weight and resection speed were similar in both groups. A drop in sodium of 2.5 mmol/l was measured in the conventional monopolar resection group. The decline of 1.5 mmol/l in the bipolar group, although smaller, was still statistically significant (p = 0.001). With longer operation times (>_1 h) the difference between the groups became more important (p <_0.001). Two clinical TUR syndromes were observed in the monopolar group, while none occurred in the bipolar group. Conclusions. Bipolar TURP in saline is a safe technique and obviates the risk of TUR syndrome. Repeated serum analysis of electrolytes after TURIS can be omitted.",http://informahealthcare.com/doi/abs/10.3109/00365591003720275?journalCode=uro,
TURBT,Blood loss,PK,Resection Loop / Other Electrode,Wang,PK,Use of Bipolar Energy for TURBT:  Pathologic Considerations,"Journal of Endourology, Aug 2004, Vol 18, No 6  CS",PK Loop.  Bipolar vs monopolar comparison for bladder tumors.  Bipolar lack of detrusor stimulation & Minimal blood loss.,"Background and Purpose: Bipolar electrocautery has recently been introduced as a modality for transurethral resection of bladder tumors (TURBT). The primary benefits of bipolar TURBT stem from the use of saline irrigant rather than glycine or water. TURBT should be conducted in a fashion such that the resected tissue can be used for proper grading and staging, so excessive cauterization of the tissue should be avoided. In this study, we compared the pathologic characteristics of bladder tumor specimens resected with bipolar versus standard monopolar energy to determine specimen quality.<BR><BR>Patients and Methods: Bipolar TURBT (Gyrus Medical Inc., Maple Grove, MN) was performed in 11 patients. Pathologic specimens were compared with the specimens from 11 patients who had previously undergone standard monopolar TURBT. Resected tissue was examined by a pathologist who recorded tumor size, grade, location, presence of muscularis propria, presence of muscle invasion, and final diagnosis. The pathologist also determined the degree of cautery artifact in each specimen. The pathologist was blinded to the form of electrocautery used and the clinical diagnosis.<BR><BR>Results: Transurethral resection with bipolar electrocautery was carried out without difficulty or complication in all cases. Similarly, there were no complications in resection by standard monopolar electrocautery. The bladder tumor chips obtained with bipolar TURBT were smaller because of the smaller size of the bipolar loop. However, this did not interfere with the pathologic assessment. There were no significant pathologic differences between specimens according to the type of cautery used. A large degree of cautery artifact was noted in the tissue of larger tumors resected using both monopolar and bipolar electrocautery. However, the incidence and degree of cautery artifact were similar in the two groups. No trends between tumor location and degree of cautery effect were noted. The pathologist had no difficulty reaching a full and proper diagnosis in all cases involving either form of electrocautery.<BR><BR>Conclusions: Bipolar electrocautery is well suited for TURBT. Bladder tissue obtained from bipolar TURBT is of the same histologic quality as that obtained from standard monopolar TURBT and provides the urologist with a reliable and complete diagnosis.",http://www.liebertonline.com/doi/abs/10.1089/end.2004.18.578,
TURBT,Histologic Quality,PK,Resection Loop / Other Electrode,Lagerveld,PK,Thermal Artifacts in Bladder Tumors Following Loop Endoresection:  Electrovaporization vs. Electrocauterization,"Journal of Endourology, Aug 2004, Vol 18, No 6  CS","Thermal Margin = 0.237,, vs 0.260mm for monopolar.  No difference seen in thermal artifacts between PK & monopolar.","Background and Purpose: Recently, the electrovaporization (EV) technique has been used for loop endoresection of bladder tumors. Our objective was to evaluate whether bladder tumors resected by EV with a loop wire are fit for histologic diagnosis. In addition, a quantitative comparison was made with the thermal artifacts created with a standard electrocautery (EC) loop resection.<BR><BR>Materials and Methods: In 26 patients with bladder tumors at various locations, endoresection was performed. In nonselective order, EV (N = 9; Gyrus® device) or EC (N = 17; Valleylab® device) was used. Histologic thermal artifacts were defined, and the diagnosis (pT classification) was determined. The linear depth of the thermal artifacts in the resected tissue was quantified with a computerized analysis system and statistically analyzed with the t-test.<BR><BR>Results: One case was excluded because the tissue was not fit for morphometric measurements. In all cases, a histologic diagnosis could be made. No qualitative differences were found between the groups in the extent of histologic thermal artifacts. The mean depth of the thermal artifact zone was 0.237 mm (range 0.060–0.469 mm; SD 0.098 mm) in the EV group and 0.260 mm (range 0.080–0.410 mm; SD 0.112 mm) in the EC group. This difference is not significant (P = 0.8).<BR><BR>Conclusion: In these series, EV with a loop wire seemed to be a valid method to preserve bladder tumor specimens for histologic diagnosis. Compared with the EC method, there was no significant difference in the extent of thermal artifacts in the tissues resected.",http://www.liebertonline.com/doi/abs/10.1089/end.2004.18.583,
TURBT,Histologic Quality,PK,Resection Loop / Other Electrode,Moy,PK,Histologic Effects of the Gyrus Resection System vs. Standard Electrocautery Resection in the Treatment of Bladder Tumors,"Thomas Jefferson University, Philadelphia, PA",Gyrus PK Thermal Margin = 1.9mm.  Effect on diagnosis similar to electrocautery.,"Introduction: Traditionally, transuretheral resection of bladder tumors<BR>(TURBT) is performed with high energy monopolar electrocautery which<BR>often causes cautery artifact in the specimen and resection bed. The GYRUS<BR>plasmakinetic resection system uses bipolar technology with saline irrigation.<BR>Resection technique is similar to standard TURBT but with improved<BR>visualization, excellent hemostasis, and less cautery artifact at the resection<BR>bed.. We investigated whether the histologic diagnosis and specimen preservation<BR>were impacted using the GYRUS system.<BR>Patients/ Methods: Thirteen patients with bladder tumors were treated with<BR>standard TURBT (8) or GYRUS (5). Each histologic specimen was reviewed<BR>by a single pathologist, who was blinded to the treatment. The depth of thermal<BR>artifact, amount of thermal damage, preservation of specimen, and affect<BR>on diagnosis were assessed. Thermal artifact was measured in millimeters<BR>from the edge of the specimen until normal tissue was seen. Thermal<BR>damage was graded as: 1 5 none; 2 5 ,25% of tissue damaged (minimal);<BR>3 5 25% to 80% of tissue damaged (moderate); 4 5 . 80% of the tissue<BR>damaged (extensive). Specimen preservation was graded from 1 (poor) to 4<BR>(excellent). The effect of thermal artifact damage on making an accurate diagnosis<BR>was graded from 1 (preventing diagnosis) to 4 (no affect).<BR>Results: The mean depth of thermal artifact for the TURBT group was<BR>2.2mm and for the GYRUS group 1.9mm. The mean grade for amount of<BR>thermal artifact in the TURBT and GYRUS groups was 2.0 and 2.25 respectively.<BR>Tissue preservation for the TURBT group was 2.9 and for the<BR>GYRUS group 3.2. The effect on diagnosis in the TURBT group was 3.4<BR>and in the GYRUS group 3.8<BR>Conclusion: The GYRUS plasmakinetic resection system provides an attractive<BR>alternative to standard TURBT for the resection of bladder tumors<BR>with good maintenance of tissue architecture. It provides specimens which<BR>are equal to if not superior to the quality of resection with standard electrocautery.",http://www.liebertonline.com/doi/abs/10.1089/08927790152686875?journalCode=end,
TURBT,Histologic Quality,PK,Resection Loop / Other Electrode,Wang,PK,Use of Bipolar Energy for TURBT:  Pathologic Considerations,"Journal of Endourology, Aug 2004, Vol 18, No 6  CS",Bipolar vs monopolar comparison for bladder tumors.  Bipolar lack of detrusor stimulation & Minimal blood loss.,"Background and Purpose: Bipolar electrocautery has recently been introduced as a modality for transurethral resection of bladder tumors (TURBT). The primary benefits of bipolar TURBT stem from the use of saline irrigant rather than glycine or water. TURBT should be conducted in a fashion such that the resected tissue can be used for proper grading and staging, so excessive cauterization of the tissue should be avoided. In this study, we compared the pathologic characteristics of bladder tumor specimens resected with bipolar versus standard monopolar energy to determine specimen quality.<BR><BR>Patients and Methods: Bipolar TURBT (Gyrus Medical Inc., Maple Grove, MN) was performed in 11 patients. Pathologic specimens were compared with the specimens from 11 patients who had previously undergone standard monopolar TURBT. Resected tissue was examined by a pathologist who recorded tumor size, grade, location, presence of muscularis propria, presence of muscle invasion, and final diagnosis. The pathologist also determined the degree of cautery artifact in each specimen. The pathologist was blinded to the form of electrocautery used and the clinical diagnosis.<BR><BR>Results: Transurethral resection with bipolar electrocautery was carried out without difficulty or complication in all cases. Similarly, there were no complications in resection by standard monopolar electrocautery. The bladder tumor chips obtained with bipolar TURBT were smaller because of the smaller size of the bipolar loop. However, this did not interfere with the pathologic assessment. There were no significant pathologic differences between specimens according to the type of cautery used. A large degree of cautery artifact was noted in the tissue of larger tumors resected using both monopolar and bipolar electrocautery. However, the incidence and degree of cautery artifact were similar in the two groups. No trends between tumor location and degree of cautery effect were noted. The pathologist had no difficulty reaching a full and proper diagnosis in all cases involving either form of electrocautery.<BR><BR>Conclusions: Bipolar electrocautery is well suited for TURBT. Bladder tissue obtained from bipolar TURBT is of the same histologic quality as that obtained from standard monopolar TURBT and provides the urologist with a reliable and complete diagnosis.",http://www.liebertonline.com/doi/abs/10.1089/end.2004.18.578,
TURBT,Long term follow-up,PK,Resection Loop / Other Electrode,Pu,PK,Use of Bipolar Energy for Transurethral Resection of Superficial Bladder Tumors:  Long-Term Results,"Journal of Endourology  Vol. 22, Number 3, March 2008",3 - 5.5 year follow-up deemed safe and effective.,"Purpose: To evaluate the long-term efficacy and safety of transurethral resection of bladder tumor (TURBT) with bipolar plasmakinetic energy.<BR><BR>Patients and Methods: We reviewed the records of 121 patients with superficial transitional cell carcinoma of the bladder treated at our institute. Bipolar TURBT with plasmakinetic energy was performed for diagnostic and therapeutic purposes in all patients. Resected tissue was examined by a pathologist who recorded the number of tumors, tumor size, tumor shape, location, grade, invasion of the muscularis propria, and presence of muscular invasion. The operating time, length of hospital stay, blood loss, and intraoperative and postoperative complications were recorded by a urologist. Follow-up was 3 to 5.5 years after operation.<BR><BR>Results: The median age of the patients was 61 years; 41 patients had multiple tumors and 80 had single tumors. The mean tumor size was 1.9 cm in diameter. The tumor was located in the lateral wall of the bladder in 67 patients. The mean operative time was (25 ± 16) minutes and the mean postoperative hospitalization period was 3 days. Three (2.5%) patients had hematuria requiring blood transfusion and 2 (1.7%) patients had bladder perforation. Adductor contraction was noted in 6 patients (4.9%), and urethral strictures occurred in 5 patients (4.1%).<BR><BR>Conclusion: Transurethral resection of bladder tumors with bipolar plasmakinetic energy is safe and effective in the treatment of superficial bladder tumors.",http://www.liebertonline.com/doi/abs/10.1089/end.2007.0467,
TURBT,Long term follow-up,PK,Resection Loop / Other Electrode,Xishuang,PK,"Comparing the Safety and Efficiency of Conventional Monopolar, Plasmakinetic and Holmium Laser Transurethral Resection of Primary Non muscle Invasive Bladder Tumors. ","Journal of Endourology. January 2010, Volume 24, Number 1 Pp. 69-73","Study shows that both PK-TURBT and HoL-TURBT offer significant advantages to monopolar TURBT, however these technologies did nto demonstrate an obvious advantage over Monopolar in tumor recurrence rate.","Purpose: To compare the safety and efficiency of conventional monopolar, plasmakinetic and holmium laser transurethral resection of bladder tumor (CM-TURBT, PK-TURBT and HoL-TURBT) while managing primary non-muscle invasive bladder cancer.<BR><BR>Patients and Methods: From 2005 to 2009, 173 patients with primary non-muscle invasive bladder cancer underwent endoscopic surgery. Among them, 51 patients underwent CM-TURBT, 58 patients underwent PK-TURBT, and 64 patients underwent HoL-TURBT. All patients were divided into three risk groups (low, intermediate, and high) based on the European Association of Urology guidelines and prognostic factors of recurrence. Clinical data, included preoperative, operative, and postoperative management and follow-up, were recorded.<BR><BR>Results: Patient demographics and tumor characteristics in all three groups were compared before surgery. There was no significant difference in operative duration among the three groups. Compared with the CM-TURBT group, both PK-TURBT and HoL-TURBT groups had less intraoperative and postoperative complications, including obturator nerve reflex, bladder perforation, as well as bleeding and postoperative bladder irritation. There were no significant differences among the three groups in the transfusion rate and occurrence of urethral strictures. Patients in the PK-TURBT and HoL-TURBT groups had less catheterization and hospitalization time than those in the CM-TURBT group, and there were no significant differences in each risk subgroup as well as the overall recurrence rate among the CM-TURBT, PK-TURBT and HoL-TURBT groups.<BR><BR>Conclusions: Both PK-TURBT and HoL-TURBT might prove to be preferable alternatives to CM-TURBT management of non-muscle invasive bladder cancer. PK-TURBT and HoL-TURBT, however, did not demonstrate an obvious advantage over CM-TURBT in tumor recurrence rate.",http://www.liebertonline.com/doi/abs/10.1089/end.2009.0171?journalCode=end,
TURBT,Obturator Nerve,PK,Resection Loop / Other Electrode,Wang,PK,Use of Bipolar Energy for TURBT:  Pathologic Considerations,"Journal of Endourology, Aug 2004, Vol 18, No 6  CS",Bipolar vs monopolar comparison for bladder tumors.  Bipolar lack of detrusor stimulation & Minimal blood loss.,"Background and Purpose: Bipolar electrocautery has recently been introduced as a modality for transurethral resection of bladder tumors (TURBT). The primary benefits of bipolar TURBT stem from the use of saline irrigant rather than glycine or water. TURBT should be conducted in a fashion such that the resected tissue can be used for proper grading and staging, so excessive cauterization of the tissue should be avoided. In this study, we compared the pathologic characteristics of bladder tumor specimens resected with bipolar versus standard monopolar energy to determine specimen quality.<BR><BR>Patients and Methods: Bipolar TURBT (Gyrus Medical Inc., Maple Grove, MN) was performed in 11 patients. Pathologic specimens were compared with the specimens from 11 patients who had previously undergone standard monopolar TURBT. Resected tissue was examined by a pathologist who recorded tumor size, grade, location, presence of muscularis propria, presence of muscle invasion, and final diagnosis. The pathologist also determined the degree of cautery artifact in each specimen. The pathologist was blinded to the form of electrocautery used and the clinical diagnosis.<BR><BR>Results: Transurethral resection with bipolar electrocautery was carried out without difficulty or complication in all cases. Similarly, there were no complications in resection by standard monopolar electrocautery. The bladder tumor chips obtained with bipolar TURBT were smaller because of the smaller size of the bipolar loop. However, this did not interfere with the pathologic assessment. There were no significant pathologic differences between specimens according to the type of cautery used. A large degree of cautery artifact was noted in the tissue of larger tumors resected using both monopolar and bipolar electrocautery. However, the incidence and degree of cautery artifact were similar in the two groups. No trends between tumor location and degree of cautery effect were noted. The pathologist had no difficulty reaching a full and proper diagnosis in all cases involving either form of electrocautery.<BR><BR>Conclusions: Bipolar electrocautery is well suited for TURBT. Bladder tissue obtained from bipolar TURBT is of the same histologic quality as that obtained from standard monopolar TURBT and provides the urologist with a reliable and complete diagnosis.",http://www.liebertonline.com/doi/abs/10.1089/end.2004.18.578,
